task,obs_mode,temporal_mode,temporal_dropout_p,action_input,action_embedding_dim,model,sequence_r,sequence_l,sequence_ell,input_injection,dataset_seed,model_seed,spectral_radius,symmetry_index,normality_index,effective_rank,transient_amplification,power_decay_10,oscillatory_score,nilpotent_score
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_nilpotent,,,,all_units,17,1150,0.0,1.4142135493894883,0.04561979271085336,30.999990463256836,1.0,1.0,0.0,0.5
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_nilpotent,,,,all_units,17,1156,0.0,1.4142135493894883,0.04561979271085336,30.999990463256836,1.0,1.0,0.0,0.5
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_nilpotent,,,,all_units,17,1160,0.0,1.4142135493894883,0.04561979271085336,30.999990463256836,1.0,1.0,0.0,0.5
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_diagonal,,,,all_units,17,1150,0.8999999761581421,0.0,0.0,29.058326721191406,0.8999999761581421,0.3486783504486084,0.0,0.7414666363313178
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_diagonal,,,,all_units,17,1156,0.8999999761581421,0.0,0.0,29.058326721191406,0.8999999761581421,0.3486783504486084,0.0,0.7414666363313178
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_diagonal,,,,all_units,17,1160,0.8999999761581421,0.0,0.0,29.058326721191406,0.8999999761581421,0.3486783504486084,0.0,0.7414666363313178
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_low_rank,,,,all_units,17,1150,0.9000000357627869,1.3996647018220683,0.7353297891683707,3.865633487701416,3.7272565364837646,1.4970595836639404,0.0625,0.40047102061245093
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_low_rank,,,,all_units,17,1156,0.8999999165534973,1.391766123279884,0.76965184410421,3.8350648880004883,4.6502180099487305,1.5168631076812744,0.0625,0.3973199801562811
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_low_rank,,,,all_units,17,1160,0.8999999165534973,1.4127843215143046,0.7502482124560876,3.8633553981781006,12.972082138061523,10.210295677185059,0.125,0.08920371315764467
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_sparse,,,,all_units,17,1150,0.9000000357627869,1.419563534632119,0.3087385493456975,22.34633445739746,1.9954191446304321,1.0094122886657715,0.6875,0.4976579498595529
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_sparse,,,,all_units,17,1156,0.9000000357627869,1.3862024848684626,0.32946144124402554,22.981843948364258,1.8233698606491089,0.5564115643501282,0.75,0.6425035786839228
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_sparse,,,,all_units,17,1160,0.8999999761581421,1.400156677133285,0.3250555394094508,23.467466354370117,2.0062286853790283,0.6718716025352478,0.6875,0.5981320566026643
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_block_hybrid,,,,all_units,17,1150,0.8999999761581421,1.4927886151842422,0.0904667973989769,24.44752311706543,1.0,1.0,0.25,0.5
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_block_hybrid,,,,all_units,17,1156,0.8999999761581421,1.4947730677656799,0.08843030727838239,26.213516235351562,1.0,1.0,0.3125,0.5
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,reservoir_block_hybrid,,,,all_units,17,1160,0.8999999761581421,1.449265406822168,0.09607373083754553,24.240550994873047,1.0,1.0,0.25,0.5
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l2,1,2,2,front_bands,17,1729,0.0,1.414213534634327,0.35355338277469833,16.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l2,1,2,2,front_bands,17,1735,0.0,1.414213534634327,0.35355338277469833,16.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l2,1,2,2,front_bands,17,1739,0.0,1.414213534634327,0.35355338277469833,16.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l4,1,4,4,front_bands,17,1791,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l4,1,4,4,front_bands,17,1797,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l4,1,4,4,front_bands,17,1801,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l8,1,8,8,front_bands,17,1915,0.0,1.414213639919113,0.10101525793383817,28.00000762939453,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l8,1,8,8,front_bands,17,1921,0.0,1.414213639919113,0.10101525793383817,28.00000762939453,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r1_l8,1,8,8,front_bands,17,1925,0.0,1.414213639919113,0.10101525793383817,28.00000762939453,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l2,3,2,4,front_bands,17,1763,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l2,3,2,4,front_bands,17,1769,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
bottleneck_rooms,gaussian_sensory,temporal_dropout,0.5,none,0,lin_sequence_front_bands_r3_l2,3,2,4,front_bands,17,1773,0.0,1.4142134826379837,0.16666665385566454,24.0,1.0,0.0,0.0,1.0
